simplified,radical,level,frequency,pos,pinyin,meanings,count
比起,比,7,13998,v,bǐ qǐ,compared with,1
比如,比,3,1051,v,bǐ rú,"for example,for instance,such as",1
比如说,比,2,2785,v,bǐ rú shuō,for example,1
比赛,比,3,275,vn,bǐ sài,"competition (sports etc),match,to compete",1
比试,比,7,22158,v,bǐ shì,"to have a competition,to measure with one's hand or arm,to make a gesture of measuring",1
比喻,比,5,8644,n,bǐ yù,"to compare,to liken to,metaphor,analogy,figure of speech,figuratively",1
比重,比,6,20691,n,bǐ zhòng,"proportion,specific gravity",1
彼此,彳,5,2165,r,bǐ cǐ,each other; one another,1
笔,⺮,2,1245,q,bǐ,"pen,pencil,writing brush,to write or compose,the strokes of Chinese characters,classifier for sums of money, deals",1
笔记,⺮,3,7920,n,bǐ jì,"to take down (in writing),notes,a type of literature consisting mainly of short sketches",1
笔记本,⺮,3,3935,n,bǐ jì běn,"notebook (stationery),notebook (computing)",1
笔试,⺮,4,25608,n,bǐ shì,"written examination,paper test (for an applicant)",1
鄙视,阝,7,8470,v,bǐ shì,"to despise,to disdain,to look down upon",1
必,心,5,2532,d,bì,"certainly,must,will,necessarily",1
必不可少,心,7,15604,v,bì bù kě shǎo,"absolutely necessary,indispensable,essential",1
必定,心,7,8680,d,bì dìng,"to be bound to,to be sure to",1
必将,心,7,10072,d,bì jiāng,inevitably,1
必然,心,5,5199,d,bì rán,"inevitable,certain,necessity",1
必修,心,6,39363,vn,bì xiū,"(of an academic course) required,compulsory",1
必须,心,3,241,d,bì xū,"to have to,must,compulsory,necessarily",1
必需,心,5,7251,v,bì xū,"to need,to require,essential,indispensable",1
必要,心,5,1191,a,bì yào,"necessary,essential,indispensable,required",1
毕竟,比,5,2477,d,bì jìng,"after all,all in all,when all is said and done,in the final analysis",1
毕业,比,4,1755,v,bì yè,"graduation,to graduate,to finish school",1
毕业生,比,4,6344,n,bì yè shēng,graduate,1
闭,门,6,2503,v,bì,"to close,to stop up,to shut,to obstruct",1
闭幕,门,5,26178,v,bì mù,"the curtain falls,lower the curtain,to come to an end (of a meeting)",1
闭幕式,门,5,34114,n,bì mù shì,closing ceremony,1
闭塞,门,6,25567,a,bì sè,"to stop up,to close up,hard to get to,out of the way,inaccessible,unenlightened,blocking",1
弊病,廾,7,34995,n,bì bìng,"malady,evil,malpractice,drawback,disadvantage",1
弊端,廾,7,19905,n,bì duān,systemic problem (sometimes refers specifically to corrupt practices),1
碧绿,石,7,33401,z,bì lǜ,dark green,1
碧玉,石,6,64483,n,bì yù,jasper,1
壁画,土,7,16718,n,bì huà,"mural (painting),fresco",1
避,辶,6,6063,v,bì,"to avoid,to shun,to flee,to escape,to keep away from,to leave,to hide from",1
避免,辶,5,2140,v,bì miǎn,"to avert,to prevent,to avoid,to refrain from",1
避难,辶,7,17616,v,bì nàn,"refuge,to take refuge,to seek asylum (political etc)",1
避暑,辶,7,23952,vn,bì shǔ,"to be away for the summer holidays,to spend a holiday at a summer resort,to prevent sunstroke",1
臂,⺼,6,7284,g,bì,arm,1
边,辶,1,803,k,biān,"side,edge,margin,border,boundary,simultaneously",2
边疆,辶,7,28113,s,biān jiāng,"border area,borderland,frontier,frontier region",1
边界,辶,7,7042,n,biān jiè,"boundary,border",1
边境,辶,7,5914,s,biān jìng,frontier; border,1
边缘,辶,7,4635,n,biān yuán,"edge; fringe; verge; brink; periphery,marginal; borderline",1
边远,辶,7,26329,b,biān yuǎn,"far from the center,remote,outlying",1
编,纟,6,1875,v,biān,"to weave,to plait,to organize,to group,to arrange,to edit,to compile,to write,to compose,to fabricate,to make up",1
编号,纟,7,7219,n,biān hào,"to number,numbering,serial number",1
编辑,纟,6,2447,n,biān jí,"to edit,to compile,editor,compiler",1
编剧,纟,7,7362,n,biān jù,"to write a play,scenario,dramatist,screenwriter",1
编排,纟,7,10560,v,biān pái,"to arrange,to lay out",1
编写,纟,6,11845,v,biān xiě,to compile,1
编造,纟,7,12743,v,biān zào,"to compile,to draw up,to fabricate,to invent,to concoct,to make up,to cook up",1
编织,纟,7,13145,v,biān zhī,"to weave; to knit; to plait; to braid,(fig.) to create (sth abstract, e.g. a dream, a lie etc)",1
编制,纟,7,12038,n,biān zhì,"to establish (a unit or department),staffing structure (excluding temporary and casual staff)",2
鞭策,革,7,24553,v,biān cè,"to spur on,to urge on,to encourage sb (e.g. to make progress)",1
鞭炮,革,7,17033,n,biān pào,"firecrackers,string of small firecrackers",1
贬低,贝,7,17829,v,biǎn dī,"to belittle,to disparage,to play down,to demean,to degrade,to devalue",1
贬义,贝,6,38391,n,biǎn yì,"derogatory sense,negative connotation",1
贬值,贝,7,19175,v,biǎn zhí,"to become devaluated,to devaluate,to depreciate",1
扁,户,7,5218,a,Piān,surname Pian,3
变,又,3,501,v,biàn,"to change,to become different,to transform,to vary,rebellion",1
变成,又,3,853,v,biàn chéng,"to change into,to turn into,to become",1
变动,又,5,7124,vn,biàn dòng,"to change,to fluctuate,change,fluctuation",1
变革,又,7,9189,vn,biàn gé,"to transform,to change",1
变更,又,7,10372,v,biàn gēng,"to change,to alter,to modify",1
变故,又,7,20768,n,biàn gù,"an unforeseen event,accident,misfortune",1
变化,又,3,1262,vn,biàn huà,"(intransitive) to change; to vary,change; variation",1
变幻莫测,又,7,37275,l,biàn huàn mò cè,"to change unpredictably,unpredictable,erratic,treacherous",1
变换,又,7,10769,v,biàn huàn,"to transform,to convert,to vary,to alternate,a transformation",1
变迁,又,7,17425,vn,biàn qiān,"changes,vicissitudes",1
变为,又,3,8495,v,biàn wéi,to change into,1
变形,又,7,6036,v,biàn xíng,to become deformed; to change shape; to morph,1
变异,又,7,8927,n,biàn yì,variation,1
变质,又,6,13083,v,biàn zhì,"to degenerate; to deteriorate,(of food) to go bad; to go off,(geology) metamorphism",1
便,亻,5,811,d,biàn,"plain,informal,suitable,convenient,opportune,to urinate or defecate,equivalent to 就: then,in that case,even if",2
便道,亻,7,28502,n,biàn dào,"pavement,sidewalk,shortcut,makeshift road",1
便饭,亻,7,51135,n,biàn fàn,"an ordinary meal,simple home cooking",1
便捷,亻,6,15719,a,biàn jié,convenient and fast,1
便利,亻,5,5991,a,biàn lì,"convenient,easy,to facilitate",1
便利店,亻,5,1000000,,biàn lì diàn,convenience store,1
便是,亻,6,7899,v,biàn shì,"(emphasizes that sth is precisely or exactly as stated),precisely,exactly,even,if,just like,in the same way as",1
便条,亻,5,33655,n,biàn tiáo,(informal) note,1
便宜,亻,1,2814,a,biàn yí,convenient,2
便于,亻,4,13646,v,biàn yú,easy to; convenient for,1
遍,辶,3,1358,qv,biàn,variant of 遍,2
遍布,辶,7,10269,v,biàn bù,"to cover the whole (area),to be found throughout",1
遍地,辶,6,18679,v,biàn dì,"everywhere,all over",1
辨别,辛,7,12941,v,biàn bié,to distinguish; to differentiate; to discern; to recognize; to tell,1
辨认,辛,7,10922,v,biàn rèn,"to recognize,to identify",1
辩,辛,7,7226,g,biàn,"to dispute,to debate,to argue,to discuss",1
辩护,辛,7,5728,v,biàn hù,"to speak in defense of,to argue in favor of,to defend,to plead",1
辩解,辛,7,11543,v,biàn jiě,"to explain,to justify,to defend (a point of view etc),to provide an explanation,to try to defend oneself",1
辩论,辛,7,7547,vn,biàn lùn,"debate,argument,to argue over",1
辩证,辛,7,28181,b,biàn zhèng,"to investigate,dialectical",1
辫子,辛,7,16801,n,biàn zi,"plait,braid,pigtail,a mistake or shortcoming that may be exploited by an opponent,handle",1
标,木,7,3748,v,biāo,"mark,sign,label,to mark with a symbol, label, lettering etc,to bear (a brand name, registration number etc),prize,award",1
标榜,木,7,24532,v,biāo bǎng,"to flaunt,to advertise,to parade,boost,excessive praise",1
标本,木,7,9844,n,biāo běn,"specimen; sample,the root cause and symptoms of a disease",1
标点,木,7,36947,n,biāo diǎn,"punctuation,a punctuation mark,to punctuate",1
标记,木,7,5706,n,biāo jì,"sign,mark,symbol,to mark up,(computing) token",1
标签,木,7,6258,n,biāo qiān,"label,tag,(computing) tab (GUI element)",1
标示,木,7,18067,v,biāo shì,to indicate,1
标题,木,5,8578,n,biāo tí,"title,heading,headline,caption,subject",1
标语,木,7,10321,n,biāo yǔ,"written slogan,placard",1
标志,木,5,2653,n,biāo zhì,"sign,mark,symbol,logo,to symbolize,to indicate,to mark",1
标致,木,7,19135,a,Biāo zhì,Peugeot,2
标准,木,4,1317,n,biāo zhǔn,"standard; norm; criterion,(adjective) standard,good; correct; conforming to a standard",1
飙升,风,7,21633,v,biāo shēng,"to rise rapidly,to soar",1
表,衣,4,1344,n,biǎo,"exterior surface,family relationship via females,to show (one's opinion),a model,a table (listing information),a form",2
表白,衣,7,10481,v,biǎo bái,"to explain oneself,to express,to reveal one's thoughts or feelings,declaration,confession",1
表达,衣,5,1660,v,biǎo dá,to express; to convey,1
表格,衣,4,8961,n,biǎo gé,"form,table",1
表决,衣,7,7667,v,biǎo jué,"to decide by vote,to vote",1
表率,衣,7,25988,n,biǎo shuài,"example,model",1
表面,衣,5,2771,n,biǎo miàn,"surface,face,outside,appearance",1
表面上,衣,6,1000000,,biǎo miàn shang,outwardly; superficially; on the face of it,1
表明,衣,5,1735,v,biǎo míng,"to make clear,to make known,to state clearly,to indicate,known",1
表情,衣,5,1882,n,biǎo qíng,"(facial) expression,to express one's feelings",1
表示,衣,4,854,v,biǎo shì,"to express,to show,to say,to state,to indicate,to mean",1
表述,衣,7,14483,vn,biǎo shù,"to formulate,enunciation,to explain sth precisely",1
表态,衣,7,8599,v,biǎo tài,"to declare one's position,to say where one stands",1
表现,衣,4,452,v,biǎo xiàn,"to show,to show off,to display,to manifest,expression,manifestation,show,display,performance (at work etc),behavior",1
表演,衣,3,1127,vn,biǎo yǎn,"play,show,performance,exhibition,to perform,to act,to demonstrate",1
表扬,衣,4,9042,v,biǎo yáng,"to praise,to commend",1
表彰,衣,7,11646,v,biǎo zhāng,"to honor,to commend,to cite (in dispatches)",1
憋,心,7,6662,v,biē,"to choke,to stifle,to restrain,to hold back,to hold in (urine),to hold (one's breath)",1
别,刂,2,214,d,Bié,surname Bie,3
别的,刂,3,543,r,bié de,"else,other",1
别具匠心,刂,7,67237,,bié jù jiàng xīn,"to show ingenuity,(of a design) clever,brilliantly conceived",1
别看,刂,7,12369,,bié kàn,don't be fooled by the fact that,1
别扭,刂,7,8970,a,biè niu,"awkward,difficult,uncomfortable,not agreeing,at loggerheads,gauche",1
别人,刂,3,397,r,bié ren,other people; others; other person,1
别墅,刂,7,4646,n,bié shù,villa,1
别说,刂,7,6983,,bié shuō,to say nothing of; not to mention; let alone,1
别提了,刂,7,1000000,,bié tí le,"say no more,don't bring it up,drop the subject",1
别致,刂,7,16822,a,bié zhì,unusual; unique,2
宾馆,宀,3,4994,n,bīn guǎn,"guesthouse,lodge,hotel",1
彬彬有礼,彡,7,29487,l,bīn bīn yǒu lǐ,"refined and courteous,urbane",1
滨海,氵,7,22018,n,Bīn hǎi,"Binhai (place name),Binhai New District, subprovincial district of Tianjin,Binhai county in Yancheng 盐城, Jiangsu",2
缤纷,纟,7,24038,z,bīn fēn,"vast and various,rich and diverse",1
濒临,氵,7,14334,v,bīn lín,"on the edge of,(fig.) on the verge of,close to",1
冰,冫,3,2036,n,bīng,"ice,to chill sth,(of an object or substance) to feel cold,(of a person) cold,unfriendly,(slang) methamphetamine",2
冰雹,冫,7,20357,n,bīng báo,"hail,hailstone",1
冰棍儿,冫,7,62971,n,bīng gùn r,"ice lolly,popsicle",1
冰山,冫,7,14459,n,bīng shān,iceberg,1
冰箱,冫,3,4168,n,bīng xiāng,"icebox,freezer cabinet,refrigerator",1
冰雪,冫,4,12795,n,bīng xuě,ice and snow,1
兵,八,6,2469,n,bīng,"soldiers,a force,an army,weapons,arms,military,warlike",1
丙,一,7,9842,Mg,bǐng,"third of the ten Heavenly Stems 干,third in order,letter ""C"" or Roman ""III"" in list ""A, B, C"", or ""I, II, III"" etc",1
秉承,禾,7,40658,v,bǐng chéng,"to take orders,to receive commands,to carry on (a tradition)",1
饼,饣,5,3918,n,bǐng,"round flat cake,cookie,cake,pastry",1
饼干,饣,4,6412,n,bǐng gān,biscuit; cracker; cookie,1
并,干,4,148,d,bìng,"and,furthermore,also,together with,(not) at all,simultaneously,to combine,to join,to merge",4
并存,干,6,19101,v,bìng cún,"to exist at the same time,to coexist",1
并非,干,7,2403,v,bìng fēi,really isn't,1
并购,干,7,17583,vn,bìng gòu,"merger and acquisition (M and A),acquisition,to take over",1
并列,干,7,18468,v,bìng liè,"to stand side by side,to be juxtaposed",1
并且,干,4,827,c,bìng qiě,"and,besides,moreover,furthermore,in addition",1
并行,干,7,26109,vn,bìng xíng,"to proceed in parallel,side by side (of two processes, developments, thoughts etc)",1
病,疒,1,827,n,bìng,"illness,disease,to fall ill,defect",1
病床,疒,7,12666,n,bìng chuáng,"hospital bed,sickbed",1
病毒,疒,6,2227,n,bìng dú,virus,1
病房,疒,5,6422,n,bìng fáng,"ward (of a hospital),sickroom",1
病情,疒,5,4668,n,bìng qíng,"state of an illness,patient's condition",1
病人,疒,3,1209,n,bìng rén,"sick person,patient,invalid",1
病症,疒,7,13328,n,bìng zhèng,"disease,illness",1
拨,扌,7,2539,v,bō,"to push aside with the hand, foot, a stick etc,to dial,to allocate,to set aside (money),to poke (the fire)",1
拨打,扌,5,6281,v,bō dǎ,"to call,to dial",1
拨款,扌,7,14195,v,bō kuǎn,"to allocate funds,appropriation",1
拨通,扌,7,18642,v,bō tōng,to get through to sb on the phone,1
波动,氵,7,7054,vn,bō dòng,"to undulate,to fluctuate,wave motion,rise and fall",1
波及,氵,7,18382,v,bō jí,"to spread to,to involve,to affect",1
波澜,氵,7,19825,n,bō lán,"billows,great waves (fig. of a story with great momentum)",1
波浪,氵,7,15431,n,bō làng,wave,1
波涛,氵,7,27414,n,bō tāo,"great waves,billows",1
波涛汹涌,氵,6,43247,,bō tāo xiōng yǒng,"waves surging forth,roaring sea",1
波折,氵,7,22248,n,bō zhé,twists and turns,1
玻璃,王,5,2557,n,bō li,"glass,(slang) male homosexual",1
剥,刂,7,7525,v,bāo,"to peel,to skin,to shell,to shuck",2
剥夺,刂,7,7485,v,bō duó,"to deprive,to expropriate,to strip (sb of his property)",1
剥削,刂,7,12734,v,bō xuē,"to exploit,exploitation",1
播,扌,6,3610,v,bō,"to sow,to scatter,to spread,to broadcast,Taiwan pr. [bò]",1
播出,扌,3,4365,v,bō chū,"to broadcast,to air (a TV program etc)",1
播放,扌,4,3952,v,bō fàng,to broadcast; to transmit (by radio or TV),1
播种,扌,6,15096,v,bō zhǒng,to sow seeds,2
伯伯,亻,7,24986,n,bó bo,"father's elder brother,uncle",1
伯父,亻,7,23161,n,bó fù,"father's elder brother,term of respect for older man",1
伯母,亻,7,27007,n,bó mǔ,"wife of father's elder brother,aunt,(polite form of address for a woman who is about the age of one's mother)",1
驳回,马,7,10710,v,bó huí,"to reject,to turn down,to overrule",1
脖子,⺼,6,3554,n,bó zi,neck,1
博大精深,十,7,41630,v,bó dà jīng shēn,"wide-ranging and profound,broad and deep",1
博客,十,5,5862,nz,bó kè,"blog (loanword),weblog,blogger",1
博览会,十,6,13075,n,bó lǎn huì,"exposition,international fair",1
博士,十,4,2425,n,bó shì,"doctor,court academician (in feudal China),Ph.D.",1
博物馆,十,5,4179,n,bó wù guǎn,museum,1
搏斗,扌,7,11802,v,bó dòu,to wrestle; to fight; to struggle,1
补,衤,6,2850,v,bǔ,"to repair,to patch,to mend,to make up for,to fill (a vacancy),to supplement",1
补偿,衤,6,3538,vn,bǔ cháng,"to compensate,to make up",1
补充,衤,5,4107,v,bǔ chōng,"to replenish,to supplement,to complement,additional,supplementary",1
补给,衤,7,11865,vn,bǔ jǐ,"supply,replenishment,to replenish",1
补救,衤,7,13343,v,bǔ jiù,to remedy,1
补考,衤,6,26371,v,bǔ kǎo,"to sit for a makeup exam,to resit an exam,makeup exam,resit",1
补课,衤,6,22453,v,bǔ kè,"to make up missed lesson,to reschedule a class",1
补贴,衤,6,8863,n,bǔ tiē,"to subsidize,subsidy,allowance,to supplement (one's salary etc),benefit",1
补习,衤,6,22013,v,bǔ xí,to take extra lessons in a cram school or with a private tutor,1
补助,衤,7,10885,n,bǔ zhù,"to subsidize,subsidy,allowance",1
哺乳,口,7,24766,v,bǔ rǔ,"breastfeeding,to suckle,to nurse",1
哺育,口,7,32916,v,bǔ yù,"to feed,(fig.) to nurture; to foster",1
捕,扌,6,8390,v,bǔ,"to catch,to seize,to capture",1
捕捉,扌,7,9452,v,bǔ zhuō,"to catch,to seize,to capture",1
不,一,1,9,d,bù,"no; not so,(bound form) not; un-",1
不安,一,6,4472,a,bù ān,"unpeaceful,unstable,uneasy,disturbed,restless,worried",1
不必,一,4,2029,d,bù bì,"need not,does not have to,not necessarily",1
不便,一,4,8003,an,bù biàn,"inconvenient,inappropriate,unsuitable,short of cash",1
不曾,一,6,8242,d,bù céng,"hasn't yet,hasn't ever",1
不成,一,6,10054,v,bù chéng,"won't do,unable to,(at the end of a rhetorical question) can that be?",1
不耻下问,一,7,83856,,bù chǐ xià wèn,not feel ashamed to ask and learn from one's subordinates,1
不辞而别,一,7,33466,v,bù cí ér bié,to leave without saying good-bye,1
不错,一,2,384,a,bù cuò,"correct,right,not bad,pretty good",1
不大,一,1,4915,d,bù dà,"not very,not too,not often",1
不但,一,3,4161,c,bù dàn,not only (... but also ...),1
不得不,一,4,1606,d,bù dé bù,"have no choice or option but to,cannot but,have to,can't help it,can't avoid",1
不得而知,一,7,20317,v,bù dé ér zhī,"unknown,unable to find out",1
不得了,一,5,8549,l,bù dé liǎo,"desperately serious,disastrous,extremely,exceedingly",1
不得已,一,7,13044,a,bù dé yǐ,"to act against one's will,to have no alternative but to,to have to,to have no choice,must",1
不定,一,7,17123,d,bù dìng,"indefinite,indeterminate,(botany) adventitious",1
不断,一,4,1245,d,bù duàn,"unceasing,uninterrupted,continuous,constant",1
不对,一,1,2598,a,bù duì,"incorrect,wrong,amiss,abnormal,queer",1
不妨,一,7,7625,d,bù fáng,"there is no harm in,might as well",1
不服,一,7,28565,v,bù fú,"not to accept sth,to want to have sth overruled or changed,to refuse to obey or comply,to refuse to accept as final",1
不服气,一,7,1000000,,bù fú qì,"unwilling to concede,defiant,indignant,to find it galling",1
不敢当,一,7,35004,v,bù gǎn dāng,"lit. I dare not (accept the honor); fig. I don't deserve your praise,you flatter me",1
